"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Dominican Republic","DOM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5","95.3058319091797","95.5439147949219","95.7756805419922","95.9979705810547","96.2076187133789","96.4014739990234","96.5763702392578","98.9","96.572861","96.949494","96.674673","95.037767","95.524705","95.184958","94.389301","99.606906","99.572317","99.732814","99.767161","99.719573","99.651703","99.88359","99.859908","99.827251","99.9","99.9651184082031","99.6","100","",
"Algeria","DZA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.5066909790039","99.5596008300781","99.6113891601563","99.2567375886525","99.7009735107422","99.7394790649414","99.7748489379883","99.8078536987305","99.8392944335938","99.8981781005859","99.8","",
"East Asia & Pacific (excluding high income)","EAP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5191307326922","98.4073295185662","98.2064969382728","98.6167454765144","98.4005240038654","98.5059195453347","98.6622156231433","98.929709943731","99.0089004911176","98.0280418897716","98.1861539915468","98.2993164684906","98.3565458584179","98.4637586128572","98.5428467493544","98.6819292708932","98.7933169661213","98.8497978330858","98.9257368951107","98.9940928250239","",
"Early-demographic dividend","EAR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3471329427312","89.9496755103128","90.1145676011199","90.3677583383446","91.3106423570837","91.2421639212684","92.7152077781007","92.3611828257851","91.7386513066816","92.5732536192372","93.0694114387434","93.0666695138393","93.531345796313","94.1327385984223","94.4815738559964","94.9154171570895","96.0676634046869","95.7777738693177","95.6595011170705","96.7699809989804","96.8850153023572","97.3043672943805","97.4455018025865","97.8957081938163","98.5968226094377","98.6115714963926","98.9263107841639","",
"East Asia & Pacific","EAS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8340454670094","98.7403860606849","98.5697901646294","98.8921537226721","98.7133928996672","98.7928997344973","98.9147442250807","99.1282499970651","99.1898057853358","98.3708477148239","98.4960375731795","98.5840131222375","98.6258525763675","98.7102110143178","98.7719063714421","98.8850878909646","98.9757439579403","99.0203019547135","99.0821384613471","99.1380672262288","",
"Europe & Central Asia (excluding high income)","ECA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9952610221889","99.9973928107219","99.988727969437","99.98877763048","99.9573781181965","99.9679652230168","99.9683063481044","99.972774338075","99.9687943617703","99.9639746141886","99.9451393808879","99.9349248117359","99.9592589495771","99.9708979285291","99.9750598473339","99.9834702546476","99.9820721857017","99.9860119512142","99.9803766942244","99.9874044765306","98.0489396228362","99.9686592380341","99.9914953464228","99.9896641707482","99.9871642529668","",
"Europe & Central Asia","ECS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9983045831529","99.9990393629879","99.9958394955121","99.9958724774868","99.984105195423","99.9879510697316","99.9881426628778","99.9898153666644","99.9883896475726","99.9866639327332","99.9797896626618","99.9761314859312","99.9851206281729","99.9894071605002","99.9909389564879","99.993139862149","99.9925368463015","99.9941686324911","99.9918083315201","99.9947351420375","99.183260592468","99.9868621289227","99.9964295819657","99.995655759465","99.994597061932","",
"Ecuador","ECU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.908304","99.0552978515625","99.1090621948242","99.626074","99.289697","99.1574325561523","99.1483612060547","99.1379623413086","99.291127","99.1408843994141","99.668752","99.525886","99.633543","99.586687","98.984382","99.715049","99.783081","99.628858","99.547373","99.83164","99.869408","99.8","100","99.7","100","",
"Egypt, Arab Rep.","EGY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4","99.0504684448242","99.1348495483398","99","99.2720260620117","99.3184967041016","99.3460083007813","99.3530960083008","99.5","99.3286209106445","99.3109283447266","99.7","99.804283142","99.8","99.3590698242188","99.4155807495117","99.9","99.5601959228516","99.674110413","99.7177963256836","99.532821655","99.8602828979492","99.9","99.1","99.9920959472656","99.9991912841797","100","100","",
"Euro area","EMU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Eritrea","ERI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.6","79.9806365966797","79.797737121582","79.5958786010742","79.3735885620117","79.136116027832","78.890380859375","78.3","78.40185546875","78.1729125976563","77.9631958007813","77.7739715576172","77.6011199951172","77.4402465820313","77.286994934082","77.1369857788086","76.9858551025391","76.8300857543945","76.6696014404297","76.5051879882813","76.3376312255859","76.1677169799805","75.9962310791016","75.8239669799805","75.6515655517578","",
"Spain","ESP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Estonia","EST","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Ethiopia","ETH","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.2","79.2226867675781","79.8761901855469","80.5353012084961","81.2069320678711","85.7","82.609130859375","","84.076545715332","84.8238677978516","85.5744323730469","85.2","87.0686645507813","87.8087539672852","91.9825174825175","85","85.4","96.6","92.0304565429688","92.779655456543","",
"European Union","EUU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9839161029317","100","100","100","",
"Fragile and conflict affected situations","FCS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.6673986922576","73.0260141938059","74.4530596713277","74.648334520731","75.4982696232081","75.8568658021086","77.7340017549673","79.2151491997207","78.9103457005138","78.2233976218903","78.8853388351371","80.8867163524356","80.9479354551936","81.0507381202067","81.4880646664669","80.0863793420318","81.6394075372271","82.6942151384101","81.1110919069199","82.2993130840537","",
"Finland","FIN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Fiji","FJI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5798950195313","90.0651931762695","90.5315399169922","90.9774475097656","91.4081649780273","91.8306274414063","92.05","92","93.1177520751953","93.5762252807617","94.0552062988281","94.5505447387695","96.47","95.5728149414063","96.0910110473633","96.6534423828125","97.1204986572266","97.26","98.1319885253906","98.6326293945313","99.1309127807617","99.6276321411133","99.8525848388672","100","",
"France","FRA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Faroe Islands","FRO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Micronesia, Fed. Sts.","FSM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","72.0730743408203","73.324577331543","74.5816802978516","75.8513107299805","77.1401672363281","78.4495162963867","79.7752227783203","81.1129302978516","82.4582443237305","84.5912770958475","85.8558807373047","86.826904296875","87.8351287841797","89.1692810058594","90.5002975463867","91.8289566040039","93.1560440063477","94.4823455810547","95.8085098266602","",
"Gabon","GAB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2","91.3538589477539","91.6721343994141","91.9960098266602","92.332405090332","93.2","93.0641403198242","93.4566268920898","93.8610916137695","94.2731781005859","95.8422012329102","96.2453460693359","98.1","94.3","96.3180541992188","96.7158432006836","97.1112670898438","97.82","97.898193359375","98.291130065918","",
"United Kingdom","GBR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Georgia","GEO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","99.93","98.3191878848394","100","100","100","100","100","100","100","100","100","100","100","100","99.8","100","",
"Ghana","GHA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6","74.6652145385742","75.3336563110352","75.9894561767578","76.6294631958008","82.4","77.8511276245117","80.5","79.0137252807617","79.5895690917969","76.9","80.7649765014648","78.44","80.7206537890045","82.6618957519531","84.8","83.9935836791992","72.8","84.9514941676248","86.76","88.5","90.8","88.032356262207","89.8","90","89.9","93.8","",
"Gibraltar","GIB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Guinea","GIN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8","55.7350387573242","57.3161125183105","58.8958549499512","60.4811935424805","62.0790634155273","63.8","65.333740234375","66.9876861572266","68.6536178588867","70.3271789550781","72.0039749145508","73.6796493530273","74.2","77.0170059204102","78.6793975830078","80.3386459350586","82.2","84.1945114135742","87","87.7091598510742","",
"Gambia, The","GMB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8783531188965","40.4431953430176","41.9985618591309","43.5412864685059","45.0682182312012","46.5761909484863","48.0637321472168","51.16","51.0001792907715","52.4629440307617","53.9313049316406","55.4121971130371","54.4368600682594","58.4329147338867","59.9698867797852","61.5188446044922","63.0754241943359","64.6352462768555","66.1939392089844","67.7480010986328","67","70.8427581787109","72.3850326538086","74.1157836914063","79.4","76.4","79.7982864379883","",
"Guinea-Bissau","GNB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.400406504065","26.062520980835","26.3635368347168","26.6721706390381","11.8","27.2948036193848","27.6009159088135","27.9023170471191","33.1","36.2658157348633","40.9323654174805","45.5729598999023","50.0147094726563","54.3267784118652","",
"Equatorial Guinea","GNQ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.1","92.2283782958984","92.0430755615234","91.8538513183594","91.6614837646484","91.4667510986328","91.2704544067383","91.073371887207","90.8761596679688","",
"Greece","GRC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Grenada","GRD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Guatemala","GTM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9","92.3047561645508","92.530143737793","92.736572265625","91.3","95.397837","93.2559280395508","95.710971","96.030896","93.763313293457","93.9618759155273","94.40666","94.4163665771484","94.6637802124023","94.918815612793","95.1770935058594","94.603279","95.6867523193359","95.9345550537109","94.463137","96.4191513061523","96.6575241088867","96.8943252563477","97.1303405761719","97.3662185668945","",
"Guam","GUM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8662109375","99.9182586669922","99.9617538452148","99.988395690918","99.9983444213867","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Guyana","GUY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.396341","86.2117462158203","86.4171371459961","86.6098937988281","86.7868499755859","86.9448471069336","87.0824127197266","87.2047958374023","87.3189163208008","87.4317092895508","87.5500946044922","87.6810150146484","81.6","82.4190350297422","88.1887817382813","88.3877716064453","90.9","92.303337097168","93.1378860473633","93.7932739257813","94.1656875610352","94.4","94.9169464111328","95.5780334472656","96.2131729125977","96.6494674682617","96.9560775756836","",
"High income","HIC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9775318203892","99.9848039201889","99.9790114911906","99.9855003861336","99.9869592743858","99.988164703223","99.9883503750288","99.9901879466571","99.9919482953315","99.989947282283","99.9935977241019","99.9889429267798","99.9882943974631","99.9915765226072","99.9874633304942","99.9875636211655","99.9940603821028","99.9899275157401","99.9911627210838","99.9959565501022","99.9938386333047","99.9956225068845","99.9992575294141","99.9957931395506","99.9992193851526","99.9972659443791","99.999308528919","99.9959338821758","99.9993160855204","99.9996591287765","",
"Hong Kong SAR, China","HKG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Honduras","HND","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.700619","89.851267","92.082517","92.144467","93.264253","93.877733","95.072358","96.042962","95.3172","94.4533386230469","94.7198944091797","93.140655","94.466186","95.88663","96.042583","96.856154","97.539377","97.960649","97.921085","98.759449","99.174969","98.486672","98.989674","98.762347","98.897656","99.1","97.8","98.9","100","",
"Heavily indebted poor countries (HIPC)","HPC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.4417104176813","58.5575101641331","58.5698676497232","55.856795059874","56.3029650061918","56.1444987504461","56.8927143089502","58.0755056229491","59.5630033694721","60.4806757754523","60.4585278039747","62.1234195688754","62.7220620756214","63.6411151393804","66.2782680089855","68.429723847124","68.8594889790642","70.2766741431106","69.6122063447516","71.5078310986419","73.7533930791591","74.7922602218703","76.3514186811918","",
"Croatia","HRV","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Haiti","HTI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5","68.8356170654297","68.9942626953125","69.1339569091797","69.2532119750977","81.9","62.46408","69.5475769042969","50.3875737318128","69.7602691650391","69.8920974731445","68.9","70.2131118774414","70.3937911987305","70.5820846557617","70.7736206054688","71.4246673583984","72.6","73.6369400024414","74.5162506103516","75.5726776123047","76.4","78.0533828735352","79.0819091796875","79.9807662963867","",
"Hungary","HUN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"IBRD only","IBD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.871527329394","96.1681409021618","96.7130578632884","97.0027690178981","97.0042258677042","97.1559052515317","97.6068431000021","97.6816886857683","97.8593060610856","98.4148203172751","98.2404472431426","98.1674271003354","98.6399282895728","98.7386230343658","98.7257127908368","98.6974100186092","99.1211021301467","99.2909932154973","99.3847549030461","99.521726509054","",
"IDA & IBRD total","IBT","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3584775288632","92.7062508948874","93.0725702686443","93.3510909140194","93.3131004143903","93.5019338368765","93.8762077460832","94.1871074467331","94.3059525398223","94.7595941842129","94.6709128517514","94.9993438495967","95.4610958987911","95.4834322931804","95.5659160150337","95.472161542299","96.1174002287035","96.5358334341161","96.4391832232728","96.7733749559612","",
"IDA total","IDA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.4335724873755","74.7071885744591","72.5624225300673","72.441428484411","73.6805503101828","74.1367355303836","74.1957164818703","75.2200754337138","75.3032078028697","76.5138869592034","76.9734327835598","77.0894694812072","77.2639939060194","79.7553736077781","80.3530719570872","80.2026984635065","80.9223804698944","80.7349023278076","82.5913377006096","84.3125898155309","83.5784135031769","84.9754842224913","",
"IDA blend","IDB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.8932208905985","86.9960622599674","87.1598117279728","87.5603193208353","87.3617858777009","87.6717079526834","87.5630487554167","87.3971662577128","87.2329217541354","89.2343020755741","88.5185076091034","88.5478265646537","86.6874922747073","90.2750403552226","89.3610978966227","89.3741237403231","89.4172493433644","88.966367549385","91.4368674192434","91.9120122949324","89.8958599560799","91.2280364218839","",
"Indonesia","IDN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6","93.0129928588867","93.3634490966797","94.6","94.042236328125","94.3642578125","97.5","94.9577560424805","95.2245864868164","95.4762344360352","95.7196197509766","95.9616851806641","98.1","96.4695205688477","96.7489318847656","97.048828125","98.2","97.6933517456055","98.9","98.96","99.35","99.2","99.6731650809369","99.74","99.8313935861281","99.8","99.89","99.88","99.89","",
"IDA only","IDX","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2522957967604","61.3469045153166","60.9035678151083","64.6125866532298","65.1889709607335","65.4623614774378","67.3707177040608","67.6470591661136","67.9525678072593","69.6291111529231","69.8570142249934","71.3180825676648","73.1142976974793","74.6677373777362","74.415389915585","75.5646737345896","75.5536591625611","77.0375154231281","79.5554761316522","79.6369199203152","81.08864082817","",
"Isle of Man","IMN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"India","IND","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.8","85.2061004638672","85.8353652954102","86.4520034790039","87.0528335571289","87.6347122192383","91.3","88.7424163818359","87.6","89.8170852661133","90.3593521118164","90.9141464233398","91.488166809082","93.1","92.6935501098633","93.3164138793945","96.1","94","92.9","96.1","96.4644393920898","97.0837554931641","97.5","98.3137588500977","99.0889358520508","99.7837600708008","100","",
"Not classified","INX","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Iran, Islamic Rep.","IRN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9298400878906","99.8775634765625","99.828254699707","99.7914733886719","99.7739181518555","100","99.7961578369141","99.8274459838867","100","99.9079971313477","99.9463272094727","99.9763870239258","99.98","100","100","99.99","100","100","100","",
"Iraq","IRQ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5434926958831","99.4505996704102","99.5144653320313","99.5859527587891","99.6606826782227","100","99.69","99.8675079345703","99.9237747192383","99.9680557250977","99.9917449951172","99.9990615844727","99.9","100","",
"Iceland","ISL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Israel","ISR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Italy","ITA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Jamaica","JAM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.110334","86.1185531616211","86.7011108398438","87.2805099487305","87.8535842895508","88.4171905517578","92.356928","89.5033187866211","90.01953125","88.49866","90.9958953857422","92.721311","92.639077","92.4158325195313","92.9049530029297","93.4133071899414","93.9421463012695","94.4873580932617","99.5","95.6093673706055","95.8","96.7443618774414","97.3066558837891","96.6","96.75","98","99.5165481567383","99.8146591186523","99.9697875976563","100","",
"Jordan","JOR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2347668628339","99.3524627685547","99.4279098510742","99.5001907348633","99.566162109375","99.6226501464844","99.66650390625","99.8","99.7036590576172","99.6923294067383","99.6658020019531","99.6310272216797","99.7","99.5644073486328","99.5464248657227","99.5476608276367","100","99","100","99.6","100","99.836051940918","99.5","99.9377593994141","99.9742202758789","99.9934234619141","99.999267578125","100","100","100","",
"Japan","JPN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kazakhstan","KAZ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","99.9412841796875","99.9497375488281","99.9493255615234","99.4","99.9120178222656","99.79","99.92","100","100","100","99.82867544705","100","100","100","100","99.9687434882267","100","100","100","100","100","100","100","100","",
"Kenya","KEN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","39.2203407287598","41.0309638977051","42.8289489746094","44.6111373901367","47.5","48.1171684265137","49.8447799682617","51.564136505127","53.2821578979492","50.2","56.7419319152832","58.4972991943359","60.2731666564941","62.0653953552246","63.8696174621582","65.6","58.2","69.3104858398438","71.1198043823242","72.9244079589844","68.4","78.1","84.3","84.0519866943359","87.5828018188477","90.8","",
"Kyrgyz Republic","KGZ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.7698287963867","99.7261505126953","99.6672897338867","99.6001663208008","100","99.4688568115234","99.4185333251953","99.7774810858923","98.51","99.59","99.38","99.48","99.14","99.3","99.8","98.95","99.9","98.66","99.53","100","100","99.7285842895508","",
"Cambodia","KHM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.98","59.279369354248","60.6","64.0256576538086","66.3933486938477","68.7666320800781","71.1524429321289","66.8","75.9830093383789","78.4249038696289","87","83.3402862548828","91.3","93.2182922363281","94.3766403198242","95.2520065307617","96.9","98.0794219970703","99.2468719482422","99.06","99.7136611938477","99.7","",
"Kiribati","KIR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.6129647283127","91.7","91.0514755249023","90.7221298217773","88.56","89.545115585384","89.7623291015625","89.5010223388672","89.2946472167969","89.0029449462891","88.31","88.9706573486328","89.0270156860352","88.884521484375","88.6123580932617","",
